n,arm,needle,candidate,candidate_entities,ms,ns_per_candidate,hits
100000000,shipped,-000,sparse-contiguous-1pct,1000000,10.168,10.17,972
100000000,shipped,-000,broad-25pct,25000000,269.374,10.77,24929
100000000,shipped,-000,sparse-scattered-1pct,999463,95.931,95.98,1008
100000000,shipped,erg,sparse-contiguous-1pct,1000000,14.190,14.19,249714
100000000,shipped,erg,broad-25pct,25000000,396.918,15.88,6252496
100000000,shipped,erg,sparse-scattered-1pct,999463,111.291,111.35,250457
100000000,shipped,qzx,sparse-contiguous-1pct,1000000,9.632,9.63,0
100000000,shipped,qzx,broad-25pct,25000000,217.625,8.70,0
100000000,shipped,qzx,sparse-scattered-1pct,999463,84.924,84.97,0
100000000,memmem-value,-000,sparse-contiguous-1pct,1000000,12.528,12.53,972
100000000,memmem-concat,-000,sparse-contiguous-1pct,1000000,1.574,1.57,972
100000000,swar-value,-000,sparse-contiguous-1pct,1000000,11.710,11.71,972
100000000,bloom8,-000,sparse-contiguous-1pct,1000000,10.867,10.87,972
100000000,tri16,-000,sparse-contiguous-1pct,1000000,3.491,3.49,972
100000000,desc64,-000,sparse-contiguous-1pct,1000000,3.622,3.62,972
100000000,desc64+tri32,-000,sparse-contiguous-1pct,1000000,2.632,2.63,972
100000000,memmem-value,-000,broad-25pct,25000000,325.605,13.02,24929
100000000,memmem-concat,-000,broad-25pct,25000000,44.228,1.77,24929
100000000,swar-value,-000,broad-25pct,25000000,292.733,11.71,24929
100000000,bloom8,-000,broad-25pct,25000000,272.062,10.88,24929
100000000,tri16,-000,broad-25pct,25000000,88.007,3.52,24929
100000000,desc64,-000,broad-25pct,25000000,100.567,4.02,24929
100000000,desc64+tri32,-000,broad-25pct,25000000,78.938,3.16,24929
100000000,memmem-value,-000,sparse-scattered-1pct,999463,123.661,123.73,1008
100000000,memmem-concat,-000,sparse-scattered-1pct,999463,81.294,81.34,1008
100000000,swar-value,-000,sparse-scattered-1pct,999463,83.076,83.12,1008
100000000,bloom8,-000,sparse-scattered-1pct,999463,92.752,92.80,1008
100000000,tri16,-000,sparse-scattered-1pct,999463,54.526,54.56,1008
100000000,desc64,-000,sparse-scattered-1pct,999463,38.973,38.99,1008
100000000,desc64+tri32,-000,sparse-scattered-1pct,999463,30.072,30.09,1008
100000000,memmem-value,erg,sparse-contiguous-1pct,1000000,17.156,17.16,249714
100000000,memmem-concat,erg,sparse-contiguous-1pct,1000000,7.120,7.12,249714
100000000,swar-value,erg,sparse-contiguous-1pct,1000000,14.576,14.58,249714
100000000,bloom8,erg,sparse-contiguous-1pct,1000000,14.701,14.70,249714
100000000,tri16,erg,sparse-contiguous-1pct,1000000,16.947,16.95,249714
100000000,desc64,erg,sparse-contiguous-1pct,1000000,16.929,16.93,249714
100000000,desc64+tri32,erg,sparse-contiguous-1pct,1000000,12.868,12.87,249714
100000000,memmem-value,erg,broad-25pct,25000000,428.793,17.15,6252496
100000000,memmem-concat,erg,broad-25pct,25000000,186.790,7.47,6252496
100000000,swar-value,erg,broad-25pct,25000000,362.549,14.50,6252496
100000000,bloom8,erg,broad-25pct,25000000,335.736,13.43,6252496
100000000,tri16,erg,broad-25pct,25000000,359.140,14.37,6252496
100000000,desc64,erg,broad-25pct,25000000,361.286,14.45,6252496
100000000,desc64+tri32,erg,broad-25pct,25000000,331.031,13.24,6252496
100000000,memmem-value,erg,sparse-scattered-1pct,999463,105.593,105.65,250457
100000000,memmem-concat,erg,sparse-scattered-1pct,999463,102.119,102.17,250457
100000000,swar-value,erg,sparse-scattered-1pct,999463,90.630,90.68,250457
100000000,bloom8,erg,sparse-scattered-1pct,999463,83.450,83.49,250457
100000000,tri16,erg,sparse-scattered-1pct,999463,100.596,100.65,250457
100000000,desc64,erg,sparse-scattered-1pct,999463,89.800,89.85,250457
100000000,desc64+tri32,erg,sparse-scattered-1pct,999463,83.568,83.61,250457
100000000,memmem-value,qzx,sparse-contiguous-1pct,1000000,14.709,14.71,0
100000000,memmem-concat,qzx,sparse-contiguous-1pct,1000000,0.403,0.40,0
100000000,swar-value,qzx,sparse-contiguous-1pct,1000000,8.576,8.58,0
100000000,bloom8,qzx,sparse-contiguous-1pct,1000000,9.372,9.37,0
100000000,tri16,qzx,sparse-contiguous-1pct,1000000,7.881,7.88,0
100000000,desc64,qzx,sparse-contiguous-1pct,1000000,8.530,8.53,0
100000000,desc64+tri32,qzx,sparse-contiguous-1pct,1000000,6.010,6.01,0
100000000,memmem-value,qzx,broad-25pct,25000000,340.706,13.63,0
100000000,memmem-concat,qzx,broad-25pct,25000000,15.046,0.60,0
100000000,swar-value,qzx,broad-25pct,25000000,214.868,8.59,0
100000000,bloom8,qzx,broad-25pct,25000000,229.236,9.17,0
100000000,tri16,qzx,broad-25pct,25000000,217.617,8.70,0
100000000,desc64,qzx,broad-25pct,25000000,195.755,7.83,0
100000000,desc64+tri32,qzx,broad-25pct,25000000,151.749,6.07,0
100000000,memmem-value,qzx,sparse-scattered-1pct,999463,108.662,108.72,0
100000000,memmem-concat,qzx,sparse-scattered-1pct,999463,66.253,66.29,0
100000000,swar-value,qzx,sparse-scattered-1pct,999463,67.285,67.32,0
100000000,bloom8,qzx,sparse-scattered-1pct,999463,76.253,76.29,0
100000000,tri16,qzx,sparse-scattered-1pct,999463,76.256,76.30,0
100000000,desc64,qzx,sparse-scattered-1pct,999463,61.401,61.43,0
100000000,desc64+tri32,qzx,sparse-scattered-1pct,999463,49.906,49.93,0
