t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM
0.001,80,640,0,720,720
0.101,7804,11916,0,19720,20980
0.201,9076,11916,0,20992,21236
0.301,96940,12428,0,109368,109368
0.402,105012,12748,0,117760,153676
0.502,111240,12812,0,124052,183320
0.602,119048,12812,0,131860,183320
0.702,119720,12812,0,132532,183320
0.803,119720,12812,0,132532,183320
0.903,119720,12812,0,132532,183320
1.003,119720,12812,0,132532,183320
1.104,119720,12812,0,132532,183320
1.204,120312,12812,0,133124,183320
1.304,124416,12812,0,137228,183320
1.405,124416,12812,0,137228,183320
1.505,124416,12812,0,137228,183320
1.605,124416,12812,0,137228,183320
1.705,124416,12812,0,137228,183320
1.806,124416,12812,0,137228,183320
1.906,124416,12812,0,137228,183320
2.006,124416,12812,0,137228,183320
2.107,124416,12812,0,137228,183320
2.207,124828,12812,0,137640,183320
2.307,124832,12812,0,137644,183320
2.408,124832,12812,0,137644,183320
2.508,124832,12812,0,137644,183320
2.608,124832,12812,0,137644,183320
2.708,124832,12812,0,137644,183320
2.809,124832,12812,0,137644,183320
2.909,124832,12812,0,137644,183320
3.009,124832,12812,0,137644,183320
3.109,124832,12812,0,137644,183320
3.210,124832,12812,0,137644,183320
3.310,124832,12812,0,137644,183320
3.410,124832,12812,0,137644,183320
3.510,129776,12812,0,142588,183320
3.611,157220,12812,0,170032,183320
3.711,177592,12812,0,190404,190404
3.811,196628,12812,0,209440,209440
3.912,214920,12812,0,227732,227732
4.012,233908,12812,0,246720,246720
4.112,254348,12812,0,267160,267160
4.212,271828,12812,0,284640,284640
4.313,291796,12812,0,304608,304608
4.413,313668,12812,0,326480,326480
4.513,334692,12812,0,347504,347504
4.614,353196,12812,0,366008,366008
4.714,371160,12812,0,383972,383972
4.814,392856,12812,0,405668,405668
4.915,412488,12812,0,425300,425300
5.015,431224,12812,0,444036,444036
5.115,450164,12812,0,462976,462976
5.215,471656,12812,0,484468,484468
5.316,489088,12812,0,501900,501900
5.416,510632,12812,0,523444,523444
5.516,529524,12812,0,542336,542336
5.616,546684,12812,0,559496,559496
5.717,569548,12812,0,582360,582360
5.817,590668,12812,0,603480,603480
5.917,609920,12812,0,622732,622732
6.017,630496,12812,0,643308,643308
6.118,650704,12812,0,663516,663516
6.218,669308,12812,0,682120,682120
6.318,688364,12812,0,701176,701176
6.419,707980,12812,0,720792,720792
6.519,725904,12812,0,738716,738716
6.619,743252,12812,0,756064,756064
6.720,763244,12812,0,776056,776056
6.820,783176,12812,0,795988,795988
6.921,799852,12812,0,812664,812664
7.021,819316,12812,0,832128,832128
7.121,838748,12812,0,851560,851560
7.222,852040,12812,0,864852,864852
7.322,852040,12812,0,864852,864852
7.422,852040,12812,0,864852,864852
7.523,852040,12812,0,864852,864852
7.623,155224,12812,0,168036,864036
7.723,147604,12876,0,160480,864036
7.823,167668,12876,0,180544,864036
7.924,188600,12876,0,201476,864036
8.024,205484,12876,0,218360,864036
8.124,223904,12876,0,236780,864036
8.225,243740,12876,0,256616,864036
8.325,261792,12876,0,274668,864036
8.425,281752,12876,0,294628,864036
8.526,297992,12876,0,310868,864036
8.626,319248,12876,0,332124,864036
8.727,337756,12876,0,350632,864036
8.827,356040,12876,0,368916,864036
8.927,376588,12876,0,389464,864036
9.027,397800,12876,0,410676,864036
9.128,415812,12876,0,428688,864036
9.228,435864,12876,0,448740,864036
9.328,455308,12876,0,468184,864036
9.428,476568,12876,0,489444,864036
9.529,494276,12876,0,507152,864036
9.629,516364,12876,0,529240,864036
9.729,533276,12876,0,546152,864036
9.829,552684,12876,0,565560,864036
9.930,573220,12876,0,586096,864036
10.030,593280,12876,0,606156,864036
10.130,612484,12876,0,625360,864036
10.231,633476,12876,0,646352,864036
10.331,654984,12876,0,667860,864036
10.431,675664,12876,0,688540,864036
10.531,694184,12876,0,707060,864036
10.632,716344,12876,0,729220,864036
10.732,735864,12876,0,748740,864036
10.832,756776,12876,0,769652,864036
10.932,776120,12876,0,788996,864036
11.033,796652,12876,0,809528,864036
11.133,818676,12876,0,831552,864036
11.233,837080,12876,0,849956,864036
11.334,852052,12876,0,864928,864928
11.434,973808,12876,0,986684,986684
11.534,1126028,12876,0,1138904,1138904
11.634,1277644,12876,0,1290520,1290520
11.735,1451396,12876,0,1464272,1464272
11.835,1574596,12876,0,1587472,1587472
11.936,1574604,12876,0,1587480,1587480
12.039,1574620,12876,0,1587496,1587496
12.139,1574640,12876,0,1587516,1587516
12.240,1613464,12876,0,1626340,1626340
12.340,1672796,12876,0,1685672,1685672
12.440,1787248,12876,0,1800124,1800124
12.540,1930616,12876,0,1943492,1943492
12.641,789668,12876,0,802544,1985060
12.741,682984,12940,0,695924,1985060
12.841,768572,12940,0,781512,1985060
12.942,797260,70284,0,867544,1985060
13.042,651400,169260,0,820660,1985060
13.146,651400,169260,0,820660,1985060
13.247,668840,169260,0,838100,1985060
13.347,762148,169260,0,931408,1985060
13.447,846716,169260,0,1015976,1985060
13.548,846716,169260,0,1015976,1985060
13.648,984588,169260,0,1153848,1985060
13.748,1104204,169260,0,1273464,1985060
13.848,1160020,169260,0,1329280,1985060
13.949,1219736,169260,0,1388996,1985060
14.049,1164328,169260,0,1333588,1985060
14.149,1074992,169260,0,1244252,1985060
14.250,1074992,169260,0,1244252,1985060
14.350,1074992,169260,0,1244252,1985060
14.450,1074992,169260,0,1244252,1985060
14.550,964668,169324,0,1133992,1985060
14.651,964772,169324,0,1134096,1985060
14.751,964792,169324,0,1134116,1985060
14.851,964816,169324,0,1134140,1985060
14.952,964824,169324,0,1134148,1985060
15.052,964872,169324,0,1134196,1985060
15.152,964904,169324,0,1134228,1985060
15.252,964936,169324,0,1134260,1985060
15.353,964960,169324,0,1134284,1985060
15.453,964992,169324,0,1134316,1985060
15.553,965028,169324,0,1134352,1985060
15.653,965032,169324,0,1134356,1985060
15.754,965036,169324,0,1134360,1985060
15.854,965044,169324,0,1134368,1985060
15.954,965044,169324,0,1134368,1985060
16.054,965044,169324,0,1134368,1985060
16.155,965044,169324,0,1134368,1985060
16.255,965044,169324,0,1134368,1985060
16.355,965044,169324,0,1134368,1985060
16.456,965044,169324,0,1134368,1985060
16.556,965044,169324,0,1134368,1985060
16.656,965044,169324,0,1134368,1985060
16.756,965044,169324,0,1134368,1985060
16.857,965044,169324,0,1134368,1985060
16.957,965052,169324,0,1134376,1985060
17.057,965064,169324,0,1134388,1985060
17.157,965272,169324,0,1134596,1985060
17.258,965328,169324,0,1134652,1985060
17.358,965328,169324,0,1134652,1985060
17.458,410500,91196,0,501696,1985060
17.558,417368,91580,0,508948,1985060
17.659,444380,91580,0,535960,1985060
17.759,471924,91580,0,563504,1985060
17.859,499188,91580,0,590768,1985060
17.960,525784,91580,0,617364,1985060
18.060,552972,91580,0,644552,1985060
18.160,580072,91580,0,671652,1985060
18.260,538816,92092,0,630908,1985060
18.361,538816,92092,0,630908,1985060
18.461,538816,92092,0,630908,1985060
18.561,538816,92092,0,630908,1985060
18.661,538816,92092,0,630908,1985060
18.762,359068,92156,0,451224,1985060
18.862,366688,110296,0,476984,1985060
18.962,373736,144012,0,517748,1985060
19.063,379148,153436,0,532584,1985060
19.163,385296,191072,0,576368,1985060
19.263,390944,168620,0,559564,1985060
19.363,396568,238604,0,635172,1985060
19.464,401704,303724,0,705428,1985060
19.564,428720,277648,0,706368,1985060
19.664,428720,590936,0,1019656,1985060
19.765,428720,769556,0,1198276,1985060
19.865,428720,884100,0,1312820,1985060
19.965,428720,940908,0,1369628,1985060
20.066,428728,945168,0,1373896,1985060
20.166,428736,945168,0,1373904,1985060
20.266,428748,945168,0,1373916,1985060
20.367,431352,945168,0,1376520,1985060
20.467,431356,945168,0,1376524,1985060
20.567,431360,946208,0,1377568,1985060
20.667,431364,971584,0,1402948,1985060
20.768,431364,1047784,0,1479148,1985060
20.868,431364,1046820,0,1478184,1985060
20.968,431364,1044360,0,1475724,1985060
21.069,431364,1127712,0,1559076,1985060
21.169,431368,1131808,0,1563176,1985060
21.269,431380,1131808,0,1563188,1985060
21.369,431420,1131808,0,1563228,1985060
21.470,431488,1131808,0,1563296,1985060
21.570,431596,1131808,0,1563404,1985060
21.670,431596,1135904,0,1567500,1985060
21.770,431604,1162720,0,1594324,1985060
21.871,431604,1249816,0,1681420,1985060
21.971,431604,1127436,0,1559040,1985060
22.071,431604,1244876,0,1676480,1985060
22.172,431604,1304272,0,1735876,1985060
22.272,431732,1304272,0,1736004,1985060
22.372,431876,1304272,0,1736148,1985060
22.472,431964,1304272,0,1736236,1985060
22.573,432032,1304272,0,1736304,1985060
22.673,432100,1304272,0,1736372,1985060
22.773,432100,1332464,0,1764564,1985060
22.874,432100,1465080,0,1897180,1985060
22.974,432100,1308600,0,1740700,1985060
23.074,432100,1388472,0,1820572,1985060
23.175,372196,883224,0,1255420,1985060
23.275,372792,883224,0,1256016,1985060
23.375,385376,883224,0,1268600,1985060
23.476,400544,883224,0,1283768,1985060
23.576,415508,883224,0,1298732,1985060
23.676,434376,883224,0,1317600,1985060
23.776,467516,883480,0,1350996,1985060
23.877,475540,883480,0,1359020,1985060
23.977,482096,883480,0,1365576,1985060
24.077,488972,883480,0,1372452,1985060
24.177,496544,883480,0,1380024,1985060
24.278,504540,883480,0,1388020,1985060
24.378,511624,883480,0,1395104,1985060
24.478,519060,883480,0,1402540,1985060
24.578,526076,883480,0,1409556,1985060
24.679,532828,883480,0,1416308,1985060
24.779,539960,883480,0,1423440,1985060
24.879,547092,883480,0,1430572,1985060
24.979,554248,883480,0,1437728,1985060
25.080,559124,883480,0,1442604,1985060
25.180,567812,883480,0,1451292,1985060
25.280,573168,883480,0,1456648,1985060
25.380,579840,883480,0,1463320,1985060
25.481,585172,883480,0,1468652,1985060
25.581,591524,883480,0,1475004,1985060
25.681,598048,883480,0,1481528,1985060
25.781,605884,883480,0,1489364,1985060
25.882,614796,883480,0,1498276,1985060
25.982,620600,883480,0,1504080,1985060
26.082,626008,883480,0,1509488,1985060
26.183,631428,883480,0,1514908,1985060
26.283,637396,883480,0,1520876,1985060
26.383,644860,883480,0,1528340,1985060
26.483,650488,883480,0,1533968,1985060
26.584,656492,883480,0,1539972,1985060
26.684,668304,883480,0,1551784,1985060
26.784,672568,883480,0,1556048,1985060
26.884,678012,883480,0,1561492,1985060
26.985,683260,883480,0,1566740,1985060
27.085,688388,883480,0,1571868,1985060
27.185,695168,883480,0,1578648,1985060
27.285,701712,883480,0,1585192,1985060
27.386,707760,883480,0,1591240,1985060
27.486,713060,883480,0,1596540,1985060
