t,RssAnon,RssFile,RssShmem,VmRSS,VmHWM
0.001,88,620,0,708,708
0.051,7760,13980,0,21740,21904
0.101,8084,13980,0,22064,22064
0.151,12844,14832,0,27676,33036
0.201,29512,14832,0,44344,51276
0.252,34292,14832,0,49124,51276
0.302,34292,14832,0,49124,51276
0.352,34292,14832,0,49124,51276
0.402,34292,14832,0,49124,51276
0.453,34292,14832,0,49124,51276
0.503,38092,14832,0,52924,52924
0.553,52556,14832,0,67388,67388
0.603,63280,14832,0,78112,78112
0.654,77312,14832,0,92144,92144
0.704,87196,14832,0,102028,102028
0.754,98032,14832,0,112864,112864
0.804,110284,14832,0,125116,125116
0.855,42456,15000,0,57456,128892
0.905,56712,15024,0,71736,128892
0.955,66928,15024,0,81952,128892
1.005,76440,15024,0,91464,128892
1.055,87616,15024,0,102640,128892
1.106,100484,15024,0,115508,128892
1.156,110364,15024,0,125388,128892
1.206,132632,15024,0,147656,147656
1.257,190664,15024,0,205688,205688
1.307,116096,15024,0,131120,241168
1.357,91440,29360,0,120800,241168
1.407,102828,30656,0,133484,241168
1.458,149720,30656,0,180376,241168
1.508,136956,30824,0,167780,241168
1.558,136956,30824,0,167780,241168
1.608,136956,30824,0,167780,241168
1.658,136956,30824,0,167780,241168
1.709,136956,30824,0,167780,241168
1.759,136956,30824,0,167780,241168
1.809,63784,23008,0,86792,241168
1.859,63784,23008,0,86792,241168
1.909,73092,23520,0,96612,241168
1.960,82536,23988,0,106524,241168
2.010,64568,23988,0,88556,241168
2.060,73032,30164,0,103196,241168
2.110,74160,36868,0,111028,241168
2.161,79792,48984,0,128776,241168
2.211,81844,55932,0,137776,241168
2.261,84724,65236,0,149960,241168
2.311,85748,78728,0,164476,241168
2.361,86772,92200,0,178972,241168
2.412,87796,69384,0,157180,241168
2.462,89060,82472,0,171532,241168
2.512,90084,95112,0,185196,241168
2.562,95284,109976,0,205260,241168
2.612,99180,193756,0,292936,295564
2.663,99180,290396,0,389576,389576
2.713,99180,190100,0,289280,399856
2.763,60660,108796,0,169456,399856
2.813,77456,108796,0,186252,399856
2.864,91456,109072,0,200528,399856
2.914,96012,109072,0,205084,399856
2.964,99972,109072,0,209044,399856
3.015,103900,109072,0,212972,399856
3.065,108108,109072,0,217180,399856
3.115,111704,109072,0,220776,399856
3.165,115668,109072,0,224740,399856
3.215,118688,109072,0,227760,399856
3.266,121860,109072,0,230932,399856
3.316,125016,109072,0,234088,399856
3.366,127868,109072,0,236940,399856
3.416,131516,109072,0,240588,399856
3.466,135140,109072,0,244212,399856
3.517,138176,109072,0,247248,399856
3.567,141756,109072,0,250828,399856
3.617,145800,109072,0,254872,399856
3.667,148576,109072,0,257648,399856
3.717,151276,109072,0,260348,399856
3.768,154120,109072,0,263192,399856
3.818,157352,109072,0,266424,399856
3.868,160392,109072,0,269464,399856
3.918,163272,109072,0,272344,399856
3.969,166712,109072,0,275784,399856
4.019,170840,109072,0,279912,399856
4.069,174084,109072,0,283156,399856
4.119,177900,109072,0,286972,399856
4.169,180472,109072,0,289544,399856
4.220,183932,109072,0,293004,399856
4.270,187244,109072,0,296316,399856
4.320,190228,109072,0,299300,399856
4.370,195432,109072,0,304504,399856
