arm,rows,artifacts,mask_pct,viewport_pct,depth,route,runs,setup_ms,candidacy_us_median,count_us_median,containment_us_median,cut_us_median,total_us_median,total_us_min,total_us_max,candidates,served
dispersed,100000000,1000000,50,0.39,8,grouped,3,0,24819,420,3,1191,26433,25686,27393,12970,12703
dispersed,100000000,1000000,50,0.39,8,hoisted,3,0,11315,394,3,1124,12832,11988,13348,12970,12703
dispersed,100000000,1000000,50,0.39,8,index,3,0,32620,8429,36483,0,78001,73888,80728,21833,12970
dispersed,100000000,1000000,50,0.39,8,settled,3,176,23130,9,0,0,23139,22401,23773,12970,12970
dispersed,100000000,1000000,50,100,0,grouped,3,0,802356,406,1,11669,814398,799835,863004,589897,593
dispersed,100000000,1000000,50,100,0,hoisted,3,0,52292,407,2,11676,64377,63199,67220,589897,593
dispersed,100000000,1000000,50,100,0,index,3,0,1296761,387907,1602927,0,3287595,3166707,3447579,1000000,589897
dispersed,100000000,1000000,50,100,0,settled,3,176,8153,174,0,0,8305,8188,8961,589897,589897
dispersed,100000000,1000000,50,25,5,grouped,3,0,261745,442,2,5940,268391,263429,272134,233966,197881
dispersed,100000000,1000000,50,25,5,hoisted,3,0,31365,431,2,5973,37834,37288,39723,233966,197881
dispersed,100000000,1000000,50,25,5,index,3,0,421443,156398,648356,0,1223618,1187360,1277774,396632,233966
dispersed,100000000,1000000,50,25,5,settled,3,176,93816,84,0,0,93897,91883,100918,233966,233966
dispersed,100000000,1000000,50,50,4,grouped,3,0,510462,392,2,9365,520226,508377,537295,434069,196033
dispersed,100000000,1000000,50,50,4,hoisted,3,0,46068,382,2,9551,56222,52950,58077,434069,196033
dispersed,100000000,1000000,50,50,4,index,3,0,842210,285918,1200036,0,2328163,2252770,2464897,734906,434069
dispersed,100000000,1000000,50,50,4,settled,3,176,157251,144,0,0,157392,150780,163984,434069,434069
dispersed,100000000,1000000,50,6.25,6,grouped,3,0,88274,443,2,2798,91527,88025,101521,83749,81329
dispersed,100000000,1000000,50,6.25,6,hoisted,3,0,18427,443,2,2720,21618,20702,21873,83749,81329
dispersed,100000000,1000000,50,6.25,6,index,3,0,136629,56445,231657,0,423100,406171,430384,141845,83749
dispersed,100000000,1000000,50,6.25,6,settled,3,176,80033,31,0,0,80064,76669,81603,83749,83749
dispersed,100000000,1000000,50,75,4,grouped,3,0,717989,408,2,12012,730411,702452,778474,584759,41696
dispersed,100000000,1000000,50,75,4,hoisted,3,0,55471,399,2,12211,68107,66862,70589,584759,41696
dispersed,100000000,1000000,50,75,4,index,3,0,1171978,386414,1610372,0,3169851,3064462,3328170,991235,584759
dispersed,100000000,1000000,50,75,4,settled,3,176,142384,235,0,0,142619,137747,154169,584759,584759
dispersed,100000000,1000000,75,0.024,10,grouped,3,0,6104,371,1,787,7325,6909,8240,1966,1966
dispersed,100000000,1000000,75,0.024,10,hoisted,3,0,2108,350,1,784,3171,3003,3598,1966,1966
dispersed,100000000,1000000,75,0.024,10,index,3,0,6717,693,3097,0,10403,9787,11422,2355,1966
dispersed,100000000,1000000,75,0.024,10,settled,3,158,5710,3,0,0,5714,5427,6602,1966,1966
dispersed,100000000,1000000,75,0.39,8,grouped,3,0,30242,426,4,1257,31928,30855,33227,18231,17718
dispersed,100000000,1000000,75,0.39,8,hoisted,3,0,10197,392,4,1289,11881,11391,12920,18231,17718
dispersed,100000000,1000000,75,0.39,8,index,3,0,32479,8541,30640,0,71708,69770,74520,21847,18231
dispersed,100000000,1000000,75,0.39,8,settled,3,158,28892,11,0,0,28907,27708,30037,18231,18231
dispersed,100000000,1000000,75,100,0,grouped,3,0,1116293,377,1,12301,1128973,1087126,1154131,830137,720
dispersed,100000000,1000000,75,100,0,hoisted,3,0,42768,382,1,12678,55822,53419,58316,830137,720
dispersed,100000000,1000000,75,100,0,index,3,0,1300539,386195,1352499,0,3057565,2848925,3201951,1000000,830137
dispersed,100000000,1000000,75,100,0,settled,3,158,11598,225,0,0,11803,11447,12644,830137,830137
dispersed,100000000,1000000,75,25,5,grouped,3,0,356417,388,2,6977,363783,353003,384148,329181,257963
dispersed,100000000,1000000,75,25,5,hoisted,3,0,28217,383,1,7100,35702,34778,38213,329181,257963
dispersed,100000000,1000000,75,25,5,index,3,0,416053,155998,533918,0,1107493,1063237,1119039,396655,329181
dispersed,100000000,1000000,75,25,5,settled,3,158,130207,99,0,0,130302,125378,137510,329181,329181
dispersed,100000000,1000000,75,50,4,grouped,3,0,710824,366,2,10446,721680,680042,729565,610495,177933
dispersed,100000000,1000000,75,50,4,hoisted,3,0,39874,360,2,10701,50961,49155,51614,610495,177933
dispersed,100000000,1000000,75,50,4,index,3,0,836225,286520,976947,0,2099691,1984956,2265074,734923,610495
dispersed,100000000,1000000,75,50,4,settled,3,158,222481,175,0,0,222656,207250,224256,610495,610495
dispersed,100000000,1000000,75,6.25,6,grouped,3,0,117498,437,2,3286,121220,118460,128086,117696,112724
dispersed,100000000,1000000,75,6.25,6,hoisted,3,0,17300,415,2,3252,20984,20059,22254,117696,112724
dispersed,100000000,1000000,75,6.25,6,index,3,0,136373,55719,191627,0,383606,374130,408138,141863,117696
dispersed,100000000,1000000,75,6.25,6,settled,3,158,109188,37,0,0,109233,108056,113864,117696,117696
dispersed,100000000,1000000,75,75,4,grouped,3,0,997068,370,2,12320,1009982,983241,1053433,822883,14878
dispersed,100000000,1000000,75,75,4,hoisted,3,0,47035,404,2,12846,60287,58391,64391,822883,14878
dispersed,100000000,1000000,75,75,4,index,3,0,1190639,381183,1325667,0,2903151,2715033,3058271,991250,822883
dispersed,100000000,1000000,75,75,4,settled,3,158,197319,228,0,0,197554,191797,201811,822883,822883
dispersed,100000000,1000000,9.375,0.024,10,grouped,3,0,1751,82,1,696,2529,2369,2817,320,320
dispersed,100000000,1000000,9.375,0.024,10,hoisted,3,0,1162,79,1,654,1899,1844,2413,320,320
dispersed,100000000,1000000,9.375,0.024,10,index,3,0,6794,590,3666,0,11051,10347,12016,1984,320
dispersed,100000000,1000000,9.375,0.024,10,settled,3,193,1235,1,0,0,1235,1074,2892,320,320
dispersed,100000000,1000000,9.375,0.39,8,grouped,3,0,11709,406,3,909,13023,11196,15534,3137,3120
dispersed,100000000,1000000,9.375,0.39,8,hoisted,3,0,8556,408,2,934,9899,8458,11327,3137,3120
dispersed,100000000,1000000,9.375,0.39,8,index,3,0,32274,7069,36250,0,75566,74483,77583,19355,3137
dispersed,100000000,1000000,9.375,0.39,8,settled,3,193,11258,5,0,0,11264,7672,12305,3137,3137
dispersed,100000000,1000000,9.375,100,0,grouped,3,0,204704,443,2,4975,210090,207570,220135,144553,26284
dispersed,100000000,1000000,9.375,100,0,hoisted,3,0,31798,399,2,4777,36924,36063,38538,144553,26284
dispersed,100000000,1000000,9.375,100,0,index,3,0,1257171,351230,1815759,0,3424257,3335117,3464581,1000000,144553
dispersed,100000000,1000000,9.375,100,0,settled,3,193,1888,125,0,0,2035,1903,2442,144553,144553
dispersed,100000000,1000000,9.375,25,5,grouped,3,0,72682,463,2,2678,75813,75117,77561,56649,54659
dispersed,100000000,1000000,9.375,25,5,hoisted,3,0,20369,479,2,2577,23417,23260,24396,56649,54659
dispersed,100000000,1000000,9.375,25,5,index,3,0,410153,137115,712220,0,1261004,1236822,1278036,389310,56649
dispersed,100000000,1000000,9.375,25,5,settled,3,193,28420,69,0,0,28481,28033,29369,56649,56649
dispersed,100000000,1000000,9.375,50,4,grouped,3,0,137925,504,2,4079,142425,140080,144695,106325,90658
dispersed,100000000,1000000,9.375,50,4,hoisted,3,0,28814,516,2,4032,33379,32557,36236,106325,90658
dispersed,100000000,1000000,9.375,50,4,index,3,0,812474,256184,1327466,0,2394145,2380010,2431956,730844,106325
dispersed,100000000,1000000,9.375,50,4,settled,3,193,42949,107,0,0,43056,42753,45111,106325,106325
dispersed,100000000,1000000,9.375,6.25,6,grouped,3,0,29554,490,2,1555,31617,30643,31970,20156,20014
dispersed,100000000,1000000,9.375,6.25,6,hoisted,3,0,13083,456,2,1499,15015,14056,15724,20156,20014
dispersed,100000000,1000000,9.375,6.25,6,index,3,0,134772,49603,251715,0,433703,424838,446044,137796,20156
dispersed,100000000,1000000,9.375,6.25,6,settled,3,193,25559,22,0,0,25581,25142,26646,20156,20156
dispersed,100000000,1000000,9.375,75,4,grouped,3,0,186456,397,2,5025,191880,188708,193329,142823,84909
dispersed,100000000,1000000,9.375,75,4,hoisted,3,0,32274,402,2,5031,37756,37141,39959,142823,84909
dispersed,100000000,1000000,9.375,75,4,index,3,0,1147051,347318,1802502,0,3285396,3248993,3322127,988660,142823
dispersed,100000000,1000000,9.375,75,4,settled,3,193,35868,138,0,0,36008,35587,36404,142823,142823
