tier,sessions,unloaded,layer,fold_wall_seconds,fold_elapsed_ms,fold_secs_logged,fold_staircase_rss,artifact_pass_ms,artifact_pass_projections,fold_completed,ingest_rows,ingest_rows_per_second,count_before_attribute,count_after_flush_attribute,seconds_after_flush_request,count_after_fold_attribute,count_before_enumerated,count_after_flush_enumerated,count_after_fold_enumerated,before_requests,before_p50_ms,before_p99_ms,before_max_ms,ingest_and_flush_requests,ingest_and_flush_p50_ms,ingest_and_flush_p99_ms,ingest_and_flush_max_ms,during_fold_requests,during_fold_p50_ms,during_fold_p99_ms,during_fold_max_ms,after_requests,after_p50_ms,after_p99_ms,after_max_ms,shed_during_run,peak_rss_bytes
1e7,0,True,generator/partition-attribute,100.97,84114,14,3862089728,23021,3,True,500000,125307.70195900719,92,500092,5.58,500092,92,92,500092,,,,,,,,,,,,,,,,,0,4793020416
