tier,n,terms_per_level,materialise_seconds,materialise_peak_rss_bytes,input_bytes,build_seconds,build_peak_rss_bytes,bundle_bytes,flat_artifacts,partition_artifacts,boundary_artifacts,boundary_depth,treed_artifacts
ceiling,10000000,65536,9.07,176545792,1460366857,118.36,10995642368,1569625796,99997,99997,37,4,998
