tier,layer,principal,principal_terms,principal_fraction,viewport,viewport_fraction,zoom,artifacts_served,body_bytes,cold_ms,p50_ms,p99_ms,min_ms,max_ms,iterations,server_p50_ms,stream_p50_ms,serialise_p50_ms,rss_bytes,probe_ms,ratio_to_probe,over_2x_probe
1e7,generator/treed,0.094,6312,0.0940803,75%,0.75,1,998,99301,16.85,17.433,18.839,16.69,18.839,9,0.106,16.067,0.153,3644145664,75.7,0.23,False
1e7,generator/treed,0.094,6312,0.0940803,50%,0.5,1,998,99301,17.096,17.241,18.954,16.618,18.954,9,0.125,16.052,0.165,3644145664,53.8,0.32,False
1e7,generator/treed,0.094,6312,0.0940803,25%,0.25,2,998,99557,43.198,44.047,47.695,42.385,47.695,9,0.162,42.723,0.145,3644145664,26.1,1.69,False
1e7,generator/treed,0.094,6312,0.0940803,6.25%,0.0625,3,998,99557,25.583,25.405,27.144,24.126,27.144,9,0.16,24.012,0.142,3644145664,7.5,3.39,True
1e7,generator/treed,0.094,6312,0.0940803,0.39%,0.0039062,5,698,71077,16.559,16.796,17.256,16.592,17.256,9,0.115,15.412,0.135,3644145664,1.6,10.5,True
1e7,generator/treed,0.094,6312,0.0940803,0.024%,0.00024414,7,154,19107,9.376,9.059,10.615,8.574,10.615,9,0.113,7.94,0.097,3644145664,0.8,11.32,True
1e7,generator/flat,0.031,2048,0.0311288,100%,1.0,0,98883,9560745,1631.792,1646.108,1653.666,1618.575,1653.666,9,0.141,1643.779,14.161,3644669952,54.3,30.32,True
1e7,generator/flat,0.031,2048,0.0311288,75%,0.75,1,98883,9560745,1585.632,1608.269,1635.188,1590.585,1635.188,9,0.16,1605.754,14.348,3644669952,48.2,33.37,True
1e7,generator/flat,0.031,2048,0.0311288,50%,0.5,1,98883,9560745,1623.103,1614.31,1634.061,1597.379,1634.061,9,0.173,1612.075,14.151,3644669952,34.7,46.52,True
1e7,generator/flat,0.031,2048,0.0311288,25%,0.25,2,94022,9090601,2466.363,2430.529,2477.45,2409.064,2477.45,9,0.206,2428.195,12.542,3644669952,16.7,145.54,True
1e7,generator/flat,0.031,2048,0.0311288,6.25%,0.0625,3,57550,5566056,1248.762,1227.017,1244.3,1216.411,1244.3,9,0.191,1224.946,6.067,3644669952,4.7,261.07,True
1e7,generator/flat,0.031,2048,0.0311288,0.39%,0.0039062,5,2403,236582,126.486,126.135,128.975,125.542,128.975,9,0.123,124.796,0.282,3644669952,1.0,126.14,True
1e7,generator/flat,0.031,2048,0.0311288,0.024%,0.00024414,7,125,16357,72.37,72.26,73.979,71.606,73.979,9,0.11,71.114,0.109,3644669952,0.7,103.23,True
1e7,generator/partition-enumerated,0.031,2048,0.0311288,100%,1.0,0,95478,10758825,1048.903,1054.082,1085.591,1039.085,1085.591,9,0.148,1051.776,16.237,3644669952,54.3,19.41,True
1e7,generator/partition-enumerated,0.031,2048,0.0311288,75%,0.75,1,95478,10758825,1060.777,1064.221,1068.443,1046.274,1068.443,9,0.181,1060.149,16.183,3644669952,48.2,22.08,True
1e7,generator/partition-enumerated,0.031,2048,0.0311288,50%,0.5,1,95478,10758825,1058.51,1059.366,1067.959,1043.953,1067.959,9,0.163,1056.995,17.057,3644669952,34.7,30.53,True
1e7,generator/partition-enumerated,0.031,2048,0.0311288,25%,0.25,2,82493,9296553,1454.435,1463.91,1479.44,1442.634,1479.44,9,0.196,1456.577,13.453,3644669952,16.7,87.66,True
1e7,generator/partition-enumerated,0.031,2048,0.0311288,6.25%,0.0625,3,35641,4019111,548.469,546.273,553.698,536.876,553.698,9,0.193,543.286,3.214,3644669952,4.7,116.23,True
1e7,generator/partition-enumerated,0.031,2048,0.0311288,0.39%,0.0039062,5,1186,138341,74.182,74.313,78.107,72.928,78.107,9,0.13,73.033,0.201,3644669952,1.0,74.31,True
1e7,generator/partition-enumerated,0.031,2048,0.0311288,0.024%,0.00024414,7,58,11173,57.394,55.552,57.221,54.001,57.221,9,0.121,54.38,0.14,3644669952,0.7,79.36,True
1e7,generator/partition-attribute,0.031,2048,0.0311288,100%,1.0,0,95478,10663335,94.607,84.914,93.919,82.514,93.919,9,0.148,82.219,16.806,3644669952,54.3,1.56,False
1e7,generator/partition-attribute,0.031,2048,0.0311288,75%,0.75,1,95478,10663335,83.06,85.665,90.14,82.151,90.14,9,0.188,83.326,17.657,3644669952,48.2,1.78,False
1e7,generator/partition-attribute,0.031,2048,0.0311288,50%,0.5,1,95478,10663335,88.484,84.852,89.431,82.599,89.431,9,0.155,82.268,16.302,3644669952,34.7,2.45,True
1e7,generator/partition-attribute,0.031,2048,0.0311288,25%,0.25,2,82493,9214055,76.316,72.027,75.944,69.168,75.944,9,0.197,69.19,13.324,3644669952,16.7,4.31,True
1e7,generator/partition-attribute,0.031,2048,0.0311288,6.25%,0.0625,3,35641,3983462,36.66,31.495,33.199,28.703,33.199,9,0.199,28.522,3.274,3644669952,4.7,6.7,True
1e7,generator/partition-attribute,0.031,2048,0.0311288,0.39%,0.0039062,5,1186,137188,2.816,2.026,2.595,1.744,2.595,9,0.092,1.105,0.123,3644669952,1.0,2.03,True
1e7,generator/partition-attribute,0.031,2048,0.0311288,0.024%,0.00024414,7,58,11106,1.204,1.044,1.601,0.941,1.601,9,0.071,0.234,0.058,3644669952,0.7,1.49,False
1e7,campaign/boundary,0.031,2048,0.0311288,100%,1.0,0,37,8290,1.165,1.137,1.646,1.009,1.646,9,0.062,0.252,0.057,3644669952,54.3,0.02,False
1e7,campaign/boundary,0.031,2048,0.0311288,75%,0.75,1,37,8291,0.984,0.987,1.605,0.926,1.605,9,0.064,0.243,0.056,3644669952,48.2,0.02,False
1e7,campaign/boundary,0.031,2048,0.0311288,50%,0.5,1,37,8291,1.09,0.962,1.483,0.924,1.483,9,0.064,0.233,0.052,3644669952,34.7,0.03,False
1e7,campaign/boundary,0.031,2048,0.0311288,25%,0.25,2,21,7010,1.162,1.054,1.228,0.949,1.228,9,0.072,0.225,0.044,3644669952,16.7,0.06,False
1e7,campaign/boundary,0.031,2048,0.0311288,6.25%,0.0625,3,7,5538,1.039,1.082,1.453,0.954,1.453,9,0.091,0.196,0.042,3644669952,4.7,0.23,False
1e7,campaign/boundary,0.031,2048,0.0311288,0.39%,0.0039062,5,1,5218,0.967,1.15,3.721,0.968,3.721,9,0.076,0.156,0.055,3644669952,1.0,1.15,False
1e7,campaign/boundary,0.031,2048,0.0311288,0.024%,0.00024414,7,1,5218,1.005,1.105,1.477,0.969,1.477,9,0.064,0.152,0.054,3644669952,0.7,1.58,False
1e7,generator/treed,0.031,2048,0.0311288,100%,1.0,0,998,99301,89.766,84.854,87.713,83.848,87.713,9,0.099,83.517,0.174,3644669952,54.3,1.56,False
1e7,generator/treed,0.031,2048,0.0311288,75%,0.75,1,998,99301,84.238,85.133,88.465,83.938,88.465,9,0.107,83.867,0.182,3644669952,48.2,1.77,False
1e7,generator/treed,0.031,2048,0.0311288,50%,0.5,1,998,99301,83.819,85.042,87.331,83.346,87.331,9,0.111,83.782,0.198,3644669952,34.7,2.45,True
1e7,generator/treed,0.031,2048,0.0311288,25%,0.25,2,998,99558,133.462,133.984,137.035,130.496,137.035,9,0.141,132.059,0.16,3644669952,16.7,8.02,True
1e7,generator/treed,0.031,2048,0.0311288,6.25%,0.0625,3,998,99557,100.069,98.022,100.528,97.15,100.528,9,0.125,96.721,0.138,3644669952,4.7,20.86,True
1e7,generator/treed,0.031,2048,0.0311288,0.39%,0.0039062,5,421,44261,39.7,39.58,42.847,38.609,42.847,9,0.126,38.176,0.121,3644678144,1.0,39.58,True
1e7,generator/treed,0.031,2048,0.0311288,0.024%,0.00024414,7,52,9699,8.671,9.226,9.948,8.682,9.948,9,0.095,8.095,0.082,3644678144,0.7,13.18,True
1e7,generator/flat,single-term,1,1.6e-05,100%,1.0,0,325,35686,225.269,208.03,211.417,205.655,211.417,9,0.093,206.716,0.116,3644686336,,,False
1e7,generator/flat,single-term,1,1.6e-05,75%,0.75,1,325,35686,208.546,207.431,213.319,202.183,213.319,9,0.106,206.088,0.119,3644686336,,,False
1e7,generator/flat,single-term,1,1.6e-05,50%,0.5,1,325,35686,203.622,204.457,206.931,201.741,206.931,9,0.103,202.98,0.124,3644686336,,,False
1e7,generator/flat,single-term,1,1.6e-05,25%,0.25,2,198,23781,484.64,479.969,492.176,471.661,492.176,9,0.136,478.64,0.093,3644686336,,,False
1e7,generator/flat,single-term,1,1.6e-05,6.25%,0.0625,3,30,7269,198.433,196.629,199.868,192.032,199.868,9,0.124,195.395,0.087,3644686336,,,False
1e7,generator/flat,single-term,1,1.6e-05,0.39%,0.0039062,5,0,727,87.494,85.329,88.765,83.335,88.765,9,0.106,84.121,0.029,3644686336,,,False
1e7,generator/flat,single-term,1,1.6e-05,0.024%,0.00024414,7,0,727,70.2,70.398,72.256,69.953,72.256,9,0.103,69.02,0.036,3644686336,,,False
1e7,generator/partition-enumerated,single-term,1,1.6e-05,100%,1.0,0,159,21990,154.188,148.367,151.818,146.53,151.818,9,0.134,146.878,0.131,3644686336,,,False
1e7,generator/partition-enumerated,single-term,1,1.6e-05,75%,0.75,1,159,21990,149.822,149.507,151.901,147.88,151.901,9,0.112,148.277,0.119,3644686336,,,False
1e7,generator/partition-enumerated,single-term,1,1.6e-05,50%,0.5,1,159,21990,149.89,148.174,155.769,147.27,155.769,9,0.126,146.671,0.146,3644686336,,,False
1e7,generator/partition-enumerated,single-term,1,1.6e-05,25%,0.25,2,96,15462,329.979,335.805,349.723,332.008,349.723,9,0.136,334.467,0.086,3644686336,,,False
1e7,generator/partition-enumerated,single-term,1,1.6e-05,6.25%,0.0625,3,15,6053,142.819,147.325,150.095,144.9,150.095,9,0.121,146.115,0.086,3644686336,,,False
1e7,generator/partition-enumerated,single-term,1,1.6e-05,0.39%,0.0039062,5,0,727,63.522,63.544,65.268,62.472,65.268,9,0.105,62.141,0.031,3644686336,,,False
1e7,generator/partition-enumerated,single-term,1,1.6e-05,0.024%,0.00024414,7,0,727,52.563,53.603,56.543,53.233,56.543,9,0.101,52.268,0.03,3644686336,,,False
1e7,generator/partition-attribute,single-term,1,1.6e-05,100%,1.0,0,159,21858,1.609,1.212,1.315,0.991,1.315,9,0.075,0.354,0.07,3644686336,,,False
1e7,generator/partition-attribute,single-term,1,1.6e-05,75%,0.75,1,159,21858,1.158,1.031,1.415,0.997,1.415,9,0.069,0.337,0.074,3644686336,,,False
1e7,generator/partition-attribute,single-term,1,1.6e-05,50%,0.5,1,159,21858,1.002,1.094,1.339,1.011,1.339,9,0.064,0.339,0.065,3644686336,,,False
1e7,generator/partition-attribute,single-term,1,1.6e-05,25%,0.25,2,96,15394,1.005,1.113,2.003,0.946,2.003,9,0.08,0.279,0.049,3644686336,,,False
1e7,generator/partition-attribute,single-term,1,1.6e-05,6.25%,0.0625,3,15,5986,1.255,1.109,1.186,1.005,1.186,9,0.086,0.234,0.049,3644686336,,,False
1e7,generator/partition-attribute,single-term,1,1.6e-05,0.39%,0.0039062,5,0,725,1.287,1.04,1.246,0.925,1.246,9,0.058,0.115,0.013,3644686336,,,False
1e7,generator/partition-attribute,single-term,1,1.6e-05,0.024%,0.00024414,7,0,725,1.085,1.053,1.246,0.923,1.246,9,0.066,0.123,0.013,3644686336,,,False
1e7,campaign/boundary,single-term,1,1.6e-05,100%,1.0,0,18,6690,0.959,1.052,1.23,0.886,1.23,9,0.062,0.167,0.053,3644686336,,,False
1e7,campaign/boundary,single-term,1,1.6e-05,75%,0.75,1,18,6690,1.098,0.957,1.17,0.923,1.17,9,0.061,0.161,0.05,3644686336,,,False
1e7,campaign/boundary,single-term,1,1.6e-05,50%,0.5,1,18,6690,1.116,1.03,1.264,0.95,1.264,9,0.062,0.16,0.051,3644686336,,,False
1e7,campaign/boundary,single-term,1,1.6e-05,25%,0.25,2,11,5922,1.01,1.019,1.165,0.95,1.165,9,0.068,0.156,0.042,3644686336,,,False
1e7,campaign/boundary,single-term,1,1.6e-05,6.25%,0.0625,3,3,5218,1.506,1.08,2.596,0.993,2.596,9,0.074,0.144,0.041,3644686336,,,False
1e7,campaign/boundary,single-term,1,1.6e-05,0.39%,0.0039062,5,0,725,0.951,1.008,1.448,0.958,1.448,9,0.067,0.1,0.014,3644686336,,,False
1e7,campaign/boundary,single-term,1,1.6e-05,0.024%,0.00024414,7,0,724,1.052,1.02,1.063,0.951,1.063,9,0.06,0.092,0.015,3644686336,,,False
1e7,generator/treed,single-term,1,1.6e-05,100%,1.0,0,128,16484,7.585,7.479,8.647,6.581,8.647,9,0.082,6.301,0.1,3644686336,,,False
1e7,generator/treed,single-term,1,1.6e-05,75%,0.75,1,128,16483,7.875,7.762,8.669,6.728,8.669,9,0.101,6.54,0.094,3644686336,,,False
1e7,generator/treed,single-term,1,1.6e-05,50%,0.5,1,128,16483,7.856,7.3,8.61,6.726,8.61,9,0.094,6.168,0.091,3644686336,,,False
1e7,generator/treed,single-term,1,1.6e-05,25%,0.25,2,91,13412,13.826,14.086,14.7,13.321,14.7,9,0.118,12.798,0.078,3644686336,,,False
1e7,generator/treed,single-term,1,1.6e-05,6.25%,0.0625,3,28,7139,5.464,5.899,6.196,5.269,6.196,9,0.109,4.736,0.061,3644686336,,,False
1e7,generator/treed,single-term,1,1.6e-05,0.39%,0.0039062,5,0,726,2.349,2.186,2.474,1.912,2.474,9,0.065,1.248,0.013,3644686336,,,False
1e7,generator/treed,single-term,1,1.6e-05,0.024%,0.00024414,7,0,725,1.613,1.548,2.079,1.394,2.079,9,0.058,0.676,0.014,3644686336,,,False
