tier,n,terms_per_level,materialise_seconds,materialise_peak_rss_bytes,input_bytes,build_seconds,build_peak_rss_bytes,bundle_bytes,flat_artifacts,partition_artifacts,boundary_artifacts,boundary_depth,treed_artifacts
1e7,10000000,65536,8.83,175775744,1461922508,89.63,5513654272,1208354235,99997,99997,37,4,998
