tier,sessions,unloaded,layer,fold_wall_seconds,fold_elapsed_ms,fold_secs_logged,fold_staircase_rss,artifact_pass_ms,artifact_pass_projections,fold_completed,ingest_rows,ingest_rows_per_second,count_before_attribute,count_after_flush_attribute,seconds_after_flush_request,count_after_fold_attribute,count_before_enumerated,count_after_flush_enumerated,count_after_fold_enumerated,before_requests,before_p50_ms,before_p99_ms,before_max_ms,ingest_and_flush_requests,ingest_and_flush_p50_ms,ingest_and_flush_p99_ms,ingest_and_flush_max_ms,during_fold_requests,during_fold_p50_ms,during_fold_p99_ms,during_fold_max_ms,after_requests,after_p50_ms,after_p99_ms,after_max_ms,shed_during_run,peak_rss_bytes
1e7,32,False,generator/partition-attribute,102.56,82749,17,7561494528,22761,3,True,500000,57974.20599127797,92,500092,12.21,500092,92,92,500092,1062,1302.03,1682.64,1734.91,678,1060.41,10246.67,10355.04,762,1289.95,58924.02,59130.32,1134,1297.72,1714.15,1759.0,0,8848662528
