tier,layer,principal,principal_terms,principal_fraction,viewport,viewport_fraction,zoom,artifacts_served,body_bytes,cold_ms,p50_ms,p99_ms,min_ms,max_ms,iterations,cold_truncated,server_p50_ms,stream_p50_ms,serialise_p50_ms,rss_bytes,probe_ms,ratio_to_probe,over_2x_probe
5e7,generator/flat,single-term,1,1.538e-05,75%,0.75,1,1582,158628,2.56,1.915,1.948,1.88,1.948,3,False,0.058,1.172,0.134,25169227776,,,False
5e7,generator/flat,single-term,1,1.538e-05,50%,0.5,1,1582,158628,2.311,2.008,2.012,1.909,2.012,3,False,0.059,1.172,0.135,25169227776,,,False
5e7,generator/flat,single-term,1,1.538e-05,25%,0.25,2,886,90658,1.592,1.521,1.59,1.489,1.59,3,False,0.063,0.768,0.092,25169227776,,,False
5e7,generator/flat,single-term,1,1.538e-05,6.25%,0.0625,3,199,23970,1.201,1.068,1.15,1.021,1.15,3,False,0.065,0.383,0.05,25169227776,,,False
5e7,generator/flat,single-term,1,1.538e-05,0.39%,0.0039062,5,5,5282,1.004,0.865,0.909,0.848,0.909,3,False,0.054,0.24,0.04,25169227776,,,False
5e7,generator/flat,single-term,1,1.538e-05,0.024%,0.00024414,7,0,724,1.053,0.884,0.928,0.848,0.928,3,False,0.049,0.182,0.009,25169227776,,,False
5e7,generator/partition-enumerated,single-term,1,1.538e-05,100%,1.0,0,766,90979,2.262,1.603,1.663,1.571,1.663,3,False,0.053,0.881,0.102,25169227776,,,False
5e7,generator/partition-enumerated,single-term,1,1.538e-05,75%,0.75,1,766,90978,1.518,1.497,1.522,1.478,1.522,3,False,0.059,0.786,0.101,25169227776,,,False
5e7,generator/partition-enumerated,single-term,1,1.538e-05,50%,0.5,1,766,90979,1.592,1.474,1.599,1.447,1.599,3,False,0.055,0.775,0.1,25169227776,,,False
5e7,generator/partition-enumerated,single-term,1,1.538e-05,25%,0.25,2,425,52578,1.353,1.245,1.29,1.197,1.29,3,False,0.062,0.556,0.069,25169227776,,,False
5e7,generator/partition-enumerated,single-term,1,1.538e-05,6.25%,0.0625,3,99,16290,1.05,0.966,1.013,0.953,1.013,3,False,0.056,0.329,0.044,25169227776,,,False
5e7,generator/partition-enumerated,single-term,1,1.538e-05,0.39%,0.0039062,5,3,5282,0.943,0.93,0.932,0.924,0.932,3,False,0.06,0.249,0.043,25169227776,,,False
5e7,generator/partition-enumerated,single-term,1,1.538e-05,0.024%,0.00024414,7,0,724,0.996,0.848,1.008,0.822,1.008,3,False,0.042,0.157,0.008,25169227776,,,False
5e7,generator/partition-attribute,single-term,1,1.538e-05,100%,1.0,0,766,90211,2.2,1.623,1.635,1.566,1.635,3,False,0.055,0.848,0.11,25169227776,,,False
5e7,generator/partition-attribute,single-term,1,1.538e-05,75%,0.75,1,766,90211,1.511,1.507,1.631,1.498,1.631,3,False,0.058,0.76,0.108,25169227776,,,False
5e7,generator/partition-attribute,single-term,1,1.538e-05,50%,0.5,1,766,90211,1.544,1.486,1.694,1.429,1.694,3,False,0.061,0.776,0.101,25169227776,,,False
5e7,generator/partition-attribute,single-term,1,1.538e-05,25%,0.25,2,425,52130,1.461,1.183,1.381,1.176,1.381,3,False,0.055,0.535,0.069,25169227776,,,False
5e7,generator/partition-attribute,single-term,1,1.538e-05,6.25%,0.0625,3,99,16162,1.093,0.979,0.984,0.949,0.984,3,False,0.062,0.323,0.041,25169227776,,,False
5e7,generator/partition-attribute,single-term,1,1.538e-05,0.39%,0.0039062,5,3,5282,1.025,0.966,1.015,0.887,1.015,3,False,0.056,0.246,0.042,25169227776,,,False
5e7,generator/partition-attribute,single-term,1,1.538e-05,0.024%,0.00024414,7,0,724,0.956,0.871,0.873,0.859,0.873,3,False,0.049,0.183,0.01,25169227776,,,False
5e7,campaign/boundary,single-term,1,1.538e-05,100%,1.0,0,36,8290,0.98,0.909,1.01,0.859,1.01,3,False,0.051,0.225,0.058,25169227776,,,False
5e7,campaign/boundary,single-term,1,1.538e-05,75%,0.75,1,36,8290,0.993,0.925,0.939,0.906,0.939,3,False,0.056,0.248,0.064,25169227776,,,False
5e7,campaign/boundary,single-term,1,1.538e-05,50%,0.5,1,36,8290,0.947,0.852,0.938,0.849,0.938,3,False,0.05,0.22,0.056,25169227776,,,False
5e7,campaign/boundary,single-term,1,1.538e-05,25%,0.25,2,20,7010,0.972,0.909,1.001,0.86,1.001,3,False,0.052,0.186,0.044,25169227776,,,False
5e7,campaign/boundary,single-term,1,1.538e-05,6.25%,0.0625,3,7,5538,0.947,1.176,1.276,0.848,1.276,3,False,0.051,0.136,0.045,25169227776,,,False
5e7,campaign/boundary,single-term,1,1.538e-05,0.39%,0.0039062,5,1,5218,1.021,0.864,0.871,0.859,0.871,3,False,0.052,0.11,0.04,25169227776,,,False
5e7,campaign/boundary,single-term,1,1.538e-05,0.024%,0.00024414,7,0,723,0.927,0.957,0.987,0.883,0.987,3,False,0.049,0.076,0.009,25169227776,,,False
