scale,pass,elapsed_ms,rss_bytes,anon_bytes
25000000,entry,0.0,2657808384,1597595648
25000000,1 row space,3470.1,2664124416,1603911680
25000000,2 postings,661.4,2664505344,1603964928
25000000,3 external ids,4746.5,2670739456,1610199040
25000000,4a attributes,3896.2,2673881088,1613340672
25000000,5 digests + fsync,1245.8,2673881088,1613340672
